underlying_price,strike,maturity,volatility,option_type,market_price,bid,ask,volume,open_interest,expiration,moneyness,bs_price,risk_free_rate
272.14,360.0,2.802739726027397,0.3079140254211425,call,28.9,28.4,29.4,5.0,296,2028-12-15,1.322848533842875,41.225371485266535,0.05
272.14,380.0,2.802739726027397,0.30191738128662116,call,23.975,23.5,24.45,25.0,173,2028-12-15,1.396340119056368,35.267068166283195,0.05
272.14,420.0,2.802739726027397,0.2985147053527832,call,16.775,15.85,17.7,5.0,23,2028-12-15,1.5433232894833542,26.648971138823356,0.05
272.14,520.0,2.802739726027397,0.2816691706848144,call,6.375,5.95,6.8,97.0,558,2028-12-15,1.9107812155508195,11.685560873968747,0.05
272.14,50.0,2.802739726027397,0.4650932397460938,put,0.39,0.33,0.45,257.0,138,2028-12-15,0.18372896303373265,0.24700816992138064,0.05
272.14,90.0,2.802739726027397,0.38977661010742193,put,1.585,1.35,1.82,9.0,39,2028-12-15,0.33071213346071876,0.9828536342124843,0.05
272.14,130.0,2.802739726027397,0.33859914337158203,put,4.375,4.05,4.7,18.0,42,2028-12-15,0.47769530388770487,2.5189862322916294,0.05
272.14,135.0,2.802739726027397,0.3331060342407227,put,4.875,4.55,5.2,65.0,138,2028-12-15,0.49606820019107817,2.7857131503255097,0.05
272.14,170.0,2.802739726027397,0.298285825805664,put,9.45,9.1,9.8,5.0,589,2028-12-15,0.624678474314691,5.247985896332189,0.05
272.14,185.0,2.802739726027397,0.28574322662353513,put,12.175,11.8,12.55,112.0,327,2028-12-15,0.6797971632248108,6.742839360177793,0.05
272.14,200.0,2.802739726027397,0.27626761337280265,put,15.55,15.0,16.1,34.0,1037,2028-12-15,0.7349158521349306,8.741616527746707,0.05
272.14,210.0,2.802739726027397,0.26709717285156254,put,17.95,17.5,18.4,20.0,945,2028-12-15,0.7716616447416771,9.983353668923485,0.05
272.14,220.0,2.802739726027397,0.2667004483032227,put,20.2,18.25,22.15,10.0,324,2028-12-15,0.8084074373484237,12.275692017655032,0.05
272.14,240.0,2.802739726027397,0.2578046632385254,put,27.425,25.35,29.5,11.0,745,2028-12-15,0.8818990225619167,16.6903520635492,0.05
272.14,250.0,2.802739726027397,0.23962399787902827,put,30.925,30.5,31.35,8.0,771,2028-12-15,0.9186448151686633,17.34294182434394,0.05
272.14,270.0,2.802739726027397,0.2366409344482422,put,39.0,36.5,41.5,22.0,150,2028-12-15,0.9921364003821563,23.773304131590336,0.05
272.14,280.0,2.802739726027397,0.22013108978271478,put,43.375,42.35,44.4,11.0,126,2028-12-15,1.028882192988903,25.002233540062534,0.05
272.14,290.0,2.802739726027397,0.2250214827728271,put,49.0,46.5,51.5,11.0,86,2028-12-15,1.0656279855956494,29.92624490717631,0.05
272.14,300.0,2.802739726027397,0.21450065292358395,put,54.3,52.45,56.15,26.0,140,2028-12-15,1.102373778202396,32.54949690197368,0.05
272.14,330.0,2.802739726027397,0.198250205078125,put,72.5,70.0,75.0,43.0,39,2028-12-15,1.2126111560226354,44.6506611463449,0.05
272.14,340.0,2.802739726027397,0.19290968231201172,put,79.5,77.0,82.0,19.0,76,2028-12-15,1.249356948629382,49.283112092162526,0.05
272.14,350.0,2.802739726027397,0.18523458816528315,put,86.825,84.65,89.0,25.0,34,2028-12-15,1.2861027412361286,53.80672988164798,0.05
